Program Name,University Name,Program Link
Performance Acting,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sdk
Performance Dance,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sdl
Performance Production,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sdm
Pharmaceutical Chemistry,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dsw
Pharmaceutical Chemistry,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lpc
Pharmaceutical Chemistry (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dwc
Philosophy,University of Windsor,https://www.ouinfo.ca/programs/windsor/nkf
Philosophy,Trent University,https://www.ouinfo.ca/programs/trent/rph
Philosophy,Brock University,https://www.ouinfo.ca/programs/brock/bph
Philosophy (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ovi
Philosophy (BA),York University,https://www.ouinfo.ca/programs/york/yrk
Philosophy (Durham) General Degree,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rof
Philosophy (Honours Arts) – Co-op,Trent University,https://www.ouinfo.ca/programs/trent/rpi
Philosophy (Honours) (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sph
Philosophy (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aaj
Philosophy and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjk
Philosophy and Economics,Trent University,https://www.ouinfo.ca/programs/trent/ry
Philosophy and Political Science (Joint Honours – 4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oua
Philosophy and Political Science (Joint Honours – 4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxy
Philosophy with Co-operative Education,University of Windsor,https://www.ouinfo.ca/programs/windsor/nap
Photography,OCAD University,https://www.ouinfo.ca/programs/ocad-u/hpt
Physical & Environmental Sciences (regular and co-op),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/tsp
Physical & Environmental Sciences - Health Sciences Stream (regular and co-op),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/txh
Physical Education,Brock University,https://www.ouinfo.ca/programs/brock/bp
Physical Geography and Geomatics (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oof
Physical Sciences (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wps
Physical and Mathematical Sciences,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tpg
Physics,Brock University,https://www.ouinfo.ca/programs/brock/bjp
Physics,University of Windsor,https://www.ouinfo.ca/programs/windsor/nsp
Physics,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dsk
Physics,Trent University,https://www.ouinfo.ca/programs/trent/rpy
Physics & Astronomy (BSc),York University,https://www.ouinfo.ca/programs/york/ysp
Physics (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oux
Physics (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dpc
Physics (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aak
Physics and Electrical Engineering (Double degree – 5 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ose
Physics and Mathematics (Joint Honours – 4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ouy
Planning (Co-op Only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wp
Policing & Community Well-Being,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rpc
Policing (BA in combination),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/upd
Policing (BA),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/upo
Policing (Online) & Psychology (BA),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/upe
Policing (Online) & Psychology (BA),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/upb
Policing in Society,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dam
Policing in Society (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dlm
Political Science,Brock University,https://www.ouinfo.ca/programs/brock/bpo
Political Science,University of Windsor,https://www.ouinfo.ca/programs/windsor/nkg
Political Science,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dao
Political Science (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxl
Political Science (BA 3 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jaq
Political Science (BA 4 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jbf
"Political Science (BA, iBA)",York University,https://www.ouinfo.ca/programs/york/yue
Political Science (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dli
Political Science (Courses in English or French as per student's preference),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/ygq
Political Science (Honours Arts) – Co-op,Trent University,https://www.ouinfo.ca/programs/trent/rpu
Political Science and Juris Doctor (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oyf
Political Science/Pre-Law (Thunder Bay and Orillia),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aal
Political Studies,Trent University,https://www.ouinfo.ca/programs/trent/rpo
Political Studies and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjl
Political Studies and Forensics,Trent University,https://www.ouinfo.ca/programs/trent/rud
Politics and Governance (Honours) (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/spg
Post-Baccalaureate Certificate in Computer Science,Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/urm
Pre-Engineering,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dez
Printmaking & Publications,OCAD University,https://www.ouinfo.ca/programs/ocad-u/hpb
Professional Communication (Honours),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/smm
Professional Music,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/smu
Professional Translation (Courses in English or French as per student's preference),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/ygl
Professional Writing (BA),York University,https://www.ouinfo.ca/programs/york/yfp
Psychology,University of Windsor,https://www.ouinfo.ca/programs/windsor/nkh
Psychology,University of Toronto Mississauga,https://www.ouinfo.ca/programs/toronto-mississauga/tmp
Psychology & Health Studies (regular and co-op),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/tps
Psychology & Health Studies - Health Sciences Stream (regular and co-op),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/txf
Psychology & Sociology,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rfm
Psychology (B.A.),Laurentian University,https://www.ouinfo.ca/programs/laurentian/lpy
Psychology (B.Sc.),Laurentian University,https://www.ouinfo.ca/programs/laurentian/llk
Psychology (BA 3 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jar
Psychology (BA 4 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jbg
Psychology (BA in Combination),Wilfrid Laurier University – Milton Campus,https://www.ouinfo.ca/programs/laurier-Milton/upr
Psychology (BA),Trent University,https://www.ouinfo.ca/programs/trent/rcp
Psychology (BA),Brock University,https://www.ouinfo.ca/programs/brock/bpy
Psychology (BA),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/uhp
Psychology (BA),Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rop
Psychology (BA),Wilfrid Laurier University – Milton Campus,https://www.ouinfo.ca/programs/laurier-Milton/upq
Psychology (BA),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uvd
Psychology (BA),York University,https://www.ouinfo.ca/programs/york/yha
Psychology (BA) (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxm
Psychology (BA) (Courses in English or French as per student's preference),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/ygy
Psychology (BSc 4 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jgc
Psychology (BSc),York University,https://www.ouinfo.ca/programs/york/yhb
Psychology (BSc),Trent University,https://www.ouinfo.ca/programs/trent/rps
Psychology (BSc),Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ups
Psychology (BSc),Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rog
Psychology (BSc),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/upt
Psychology (BSc),Brock University,https://www.ouinfo.ca/programs/brock/bsp
Psychology (BSc) (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxn
Psychology (BSc) (Courses in English or French as per student's preference),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/yyh
Psychology (Brampton) (BA 4 year Non-Honours),Algoma University,https://www.ouinfo.ca/programs/algoma/jbm
Psychology (Honours) (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sps
Psychology (Science) and Business,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rxe
Psychology (Science) and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjw
Psychology (Thunder Bay and Orillia),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aam
Psychology and Business,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rxc
Psychology and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjs
Psychology and Economics,Trent University,https://www.ouinfo.ca/programs/trent/rya
Psychology and Forensics (Arts),Trent University,https://www.ouinfo.ca/programs/trent/rua
Psychology and Forensics (Science),Trent University,https://www.ouinfo.ca/programs/trent/ruc
Psychology and Linguistics (Joint Honours – 4 years),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oub
Psychology with Co-operative Education,University of Windsor,https://www.ouinfo.ca/programs/windsor/naf
Psychology – Bachelor of Arts,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/daa
Psychology – Bachelor of Science,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dai
Public Administration (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxo
Public Administration (BPA),York University,https://www.ouinfo.ca/programs/york/ypg
Public Administration and Governance (Honours) (Part-time Studies Only),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sdf
Public Administration and Political Science (Joint Honours – 4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxz
Public Affairs and Policy Management – Communication & Policy Studies (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cpt
Public Affairs and Policy Management – Development Policy Studies (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cds
Public Affairs and Policy Management – International Policy Studies (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cpi
Public Affairs and Policy Management – No concentration (first year only) (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cpx
Public Affairs and Policy Management – Public Policy & Administration (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/cpa
Public Health,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dbe
Public Health,Brock University,https://www.ouinfo.ca/programs/brock/bpu
Public Health (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sco
Public Health (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/whe
Public Health and Master of Public Health,Brock University,https://www.ouinfo.ca/programs/brock/bhm
Public Policy - Undergraduate Diploma,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dpp
Public Relations – Joint program with Algonquin College (4 years),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/opa
Public Safety,Wilfrid Laurier University,https://www.ouinfo.ca/programs/laurier-waterloo/ucv
Public Safety: Advanced Standing (BA),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uad
Quebec & Franco-Canadian Studies (French & Francophone Studies BA),Trent University,https://www.ouinfo.ca/programs/trent/rfq
"Recreation & Leisure Studies, Recreation & Sport Business, Therapeutic Recreation (Regular/Co-op)",University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wx
Recreation and Leisure Studies,Brock University,https://www.ouinfo.ca/programs/brock/bw
Religious Studies (BA),York University,https://www.ouinfo.ca/programs/york/yrl
Retail Management (Honours),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sbr
Retail Management Co-op (Honours),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sqe
Rotman Commerce,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tac
Science,Royal Military College of Canada,https://www.ouinfo.ca/programs/rmc/xse
Science,Queen's University,https://www.ouinfo.ca/programs/queens/qs
Science,Western University,https://www.ouinfo.ca/programs/western/es
Science Honours,Royal Military College of Canada,https://www.ouinfo.ca/programs/rmc/xsf
Science One (Thunder Bay and Orillia Campuses),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aan
Science and Aviation,University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wsv
Science and Business,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/roo
Science and Business (Regular/Co-op),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wsb
Science – Honours (4 years) (regular and co-op),Carleton University,https://www.ouinfo.ca/programs/carleton/ct
Science – Major (4 years),Carleton University,https://www.ouinfo.ca/programs/carleton/ck
Science – Non-Honours (3 years),Carleton University,https://www.ouinfo.ca/programs/carleton/cs
"Science, Technology & Society (BA)",York University,https://www.ouinfo.ca/programs/york/ypo
"Science, Technology and Society",Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dat
"Science, Technology and Society (Co-op)",Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dlt
Sciences,Brock University,https://www.ouinfo.ca/programs/brock/bi
Sciences sociales en études interdisciplinaires (4 ans),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ook
Sculpture/Installation,OCAD University,https://www.ouinfo.ca/programs/ocad-u/hsi
Second Language Teaching (ESL) (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ovk
Second Language Teaching (FLS) (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ovl
Social Communication (Honours Bachelor of Arts) (4 years),University of Ottawa – Saint Paul University,https://www.ouinfo.ca/programs/ottawa-saint-paul/ops
Social Development Studies (Renison University College),University of Waterloo – Renison University College,https://www.ouinfo.ca/programs/waterloo-renison/wrs
"Social Innovation (Certificate, Part-time Only) (1 year)",University of Ottawa – Saint Paul University,https://www.ouinfo.ca/programs/ottawa-saint-paul/opn
Social Innovation (Honours Bachelor of Arts) (4 years),University of Ottawa – Saint Paul University,https://www.ouinfo.ca/programs/ottawa-saint-paul/opm
Social Justice and Peace Studies,Western University – King's University College,https://www.ouinfo.ca/programs/western-kings/ekj
Social Science,Western University – Huron University College,https://www.ouinfo.ca/programs/western-huron/eho
Social Science,Western University,https://www.ouinfo.ca/programs/western/eo
Social Sciences,Brock University,https://www.ouinfo.ca/programs/brock/bss
Social Sciences,Western University – King's University College,https://www.ouinfo.ca/programs/western-kings/eko
Social Sciences,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tax
Social Sciences,University of Toronto Mississauga,https://www.ouinfo.ca/programs/toronto-mississauga/tms
Social Sciences & Humanities (regular and co-op),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/tud
Social Sciences I,McMaster University,https://www.ouinfo.ca/programs/mcmaster/ml
Social Sciences and Humanities Honours,Royal Military College of Canada,https://www.ouinfo.ca/programs/rmc/xsh
Social Sciences and the Humanities,Royal Military College of Canada,https://www.ouinfo.ca/programs/rmc/xae
Social Sciences in Interdisciplinary studies (3 years),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/okg
Social Sciences in Interdisciplinary studies (4 years),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/okh
Social Work,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lle
Social Work,Carleton University,https://www.ouinfo.ca/programs/carleton/csw
Social Work,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sse
Social Work,University of Windsor,https://www.ouinfo.ca/programs/windsor/nw
Social Work (BSW),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/usw
"Social Work (BSW, Direct Entry)",York University,https://www.ouinfo.ca/programs/york/yfs
Social Work (Brampton) (BSW 4 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jhc
Social Work (Honours),Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/roj
Social Work (Honours),Trent University,https://www.ouinfo.ca/programs/trent/rsw
Social Work (Thunder Bay and Orillia),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aao
"Social communication (Certificate, Part-time Only) (1 year)",University of Ottawa – Saint Paul University,https://www.ouinfo.ca/programs/ottawa-saint-paul/ohc
Sociology,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/ros
Sociology,Brock University,https://www.ouinfo.ca/programs/brock/bso
Sociology,Trent University,https://www.ouinfo.ca/programs/trent/rso
Sociology,University of Windsor,https://www.ouinfo.ca/programs/windsor/nki
Sociology,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lsy
Sociology (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oxq
Sociology (BA 3 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jas
Sociology (BA 4 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jbh
Sociology (BA),York University,https://www.ouinfo.ca/programs/york/yug
Sociology (Courses in English or French as per student's preference),York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/yyc
Sociology (Honours Arts) – Co-op,Trent University,https://www.ouinfo.ca/programs/trent/rsb
Sociology (Honours) (Co-op Available),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sso
Sociology (Thunder Bay and Orillia),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aap
Sociology and Business,Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/rxd
Sociology and Business,Trent University,https://www.ouinfo.ca/programs/trent/rjm
Software Engineering,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dew
Software Engineering (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oja
Software Engineering (Co-op Only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wso
Software Engineering (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dcw
Software Engineering (co-op and regular),University of Guelph,https://www.ouinfo.ca/programs/guelph/gbs
Software Engineering - Co Op,Trent University,https://www.ouinfo.ca/programs/trent/rzc
Spanish and Latin American Cultures & Societies,York University – Glendon Campus,https://www.ouinfo.ca/programs/york-glendon/ygp
Speech and Language Sciences (BA),York University,https://www.ouinfo.ca/programs/york/yfu
Sport Management,Brock University,https://www.ouinfo.ca/programs/brock/bsm
Sport Management (BSM),York University – Markham Campus,https://www.ouinfo.ca/programs/york-markham/yma
Sport Media,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/ssp
Sport Psychology,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lse
Sports Administration,Laurentian University,https://www.ouinfo.ca/programs/laurentian/loe
Statistics (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ouz
Statistics (BA),York University,https://www.ouinfo.ca/programs/york/ypn
Statistics (BSc),York University,https://www.ouinfo.ca/programs/york/yms
Statistics (regular and co-op),University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/txu
"Strategic Communications, Social Media & Society",Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dan
"Strategic Communications, Social Media & Society (Co-op)",Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dlj
Studies in Arts and Culture,Brock University,https://www.ouinfo.ca/programs/brock/bac
Studio Art,University of Guelph,https://www.ouinfo.ca/programs/guelph/gfs
Sustainability,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dts
Sustainability and Financial Management (Co-op only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wsf
Sustainable Agriculture and Food Systems (BA),Trent University,https://www.ouinfo.ca/programs/trent/rah
Sustainable Agriculture and Food Systems (BSc),Trent University,https://www.ouinfo.ca/programs/trent/ras
Sustainable Environmental Management (BES),York University,https://www.ouinfo.ca/programs/york/yez
Systems Design Engineering (Co-op Only),University of Waterloo,https://www.ouinfo.ca/programs/waterloo/wd
Teacher Education Stream – Arts (Honours),Trent University,https://www.ouinfo.ca/programs/trent/rta
Teacher Education Stream – Arts (Honours),Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/roq
Teacher Education Stream – Science (Honours),Trent University – Durham Greater Toronto Area,https://www.ouinfo.ca/programs/trent-durham-gta/roz
Teacher Education Stream – Science (Honours),Trent University,https://www.ouinfo.ca/programs/trent/rts
Technology Management - Bachelor of Commerce (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dct
Technology Management – Bachelor of Commerce,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dbt
Technology Management – Bachelor of Information Technology,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dtm
Thanatology,Western University – King's University College,https://www.ouinfo.ca/programs/western-kings/ekt
Theatre (4 years) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ovn
"Theatre (BA, BFA)",York University,https://www.ouinfo.ca/programs/york/yj
Theatre - Performance Creation (BFA),York University,https://www.ouinfo.ca/programs/york/yab
Theatre and Drama (Joint Program with Sheridan College),University of Toronto Mississauga,https://www.ouinfo.ca/programs/toronto-mississauga/tmt
Therapeutic Recreation,Brock University,https://www.ouinfo.ca/programs/brock/btr
Tourism Studies,Brock University,https://www.ouinfo.ca/programs/brock/btv
"TrackOne, Undeclared Engineering",University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/teo
Trent ESL: English for University,Trent University,https://www.ouinfo.ca/programs/trent/rr
Turfgrass Management (Associate Diploma program),University of Guelph,https://www.ouinfo.ca/programs/guelph/gtm
"Undecided Major (BSc, First Year Only)",York University,https://www.ouinfo.ca/programs/york/ysu
Undeclared Arts (First Year Studies Only),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sun
Undeclared Engineering (First Semester Studies Only),Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/seu
Undeclared Major (BA 4 Year),Algoma University,https://www.ouinfo.ca/programs/algoma/jgd
Undeclared Major (BA),York University,https://www.ouinfo.ca/programs/york/yum
Undeclared Major (BA/BES),York University,https://www.ouinfo.ca/programs/york/ybq
Urban and Regional Planning,Toronto Metropolitan University (formerly Ryerson University),https://www.ouinfo.ca/programs/toronto-metropolitan/sup
User Experience Design (BDes),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uue
User Experience Design (BDes) with Teaching Option,Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uxt
Victimology and Victim Studies,Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dav
Victimology and Victim Studies (Co-op),Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dlv
"Visual & Performing Arts, Arts Management and Media",University of Toronto Scarborough,https://www.ouinfo.ca/programs/toronto-scarborough/tuc
Visual Arts,Brock University,https://www.ouinfo.ca/programs/brock/br
Visual Arts,University of Windsor,https://www.ouinfo.ca/programs/windsor/nf
Visual Arts (4-year major) (French Immersion Stream is available),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ouk
Visual Arts (BA 3 year),Algoma University,https://www.ouinfo.ca/programs/algoma/jai
Visual Arts (BFA) (4 years),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/ove
Visual Arts (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aaq
Visual Arts - Art History (BA),York University,https://www.ouinfo.ca/programs/york/yn
Visual Arts - Studio (BFA),York University,https://www.ouinfo.ca/programs/york/ym
Visual Studies,University of Toronto,https://www.ouinfo.ca/programs/toronto-st-george/tlb
Visual Studies,University of Toronto Mississauga,https://www.ouinfo.ca/programs/toronto-mississauga/tev
Visual and Critical Studies (Art History),OCAD University,https://www.ouinfo.ca/programs/ocad-u/hvc
Water Resource Science (Thunder Bay),Lakehead University,https://www.ouinfo.ca/programs/lakehead/aar
Water Resources Engineering (co-op and regular),University of Guelph,https://www.ouinfo.ca/programs/guelph/gbr
Water Sciences,Trent University,https://www.ouinfo.ca/programs/trent/rwa
Wilson College of Leadership and Civic Engagement,McMaster University,https://www.ouinfo.ca/programs/mcmaster/mwc
Women's and Gender Studies,Brock University,https://www.ouinfo.ca/programs/brock/bws
Women's and Gender Studies,University of Windsor,https://www.ouinfo.ca/programs/windsor/nkj
Work & Labour Studies (BA),York University,https://www.ouinfo.ca/programs/york/yrm
World Languages and Cultures (4-year major),University of Ottawa,https://www.ouinfo.ca/programs/ottawa/oww
Youth & Children's Studies (BA),Wilfrid Laurier University – Brantford Campus,https://www.ouinfo.ca/programs/laurier-brantford/uys
"Youth, Crime and Justice",Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/daw
"Youth, Crime and Justice (Co-op)",Ontario Tech University,https://www.ouinfo.ca/programs/ontario-tech/dlw
Zoology,Laurentian University,https://www.ouinfo.ca/programs/laurentian/lzy
